created_at,uuid,tags,name,name_de,name_en,description,kb_module_name,classification_choice_descriptors
2026-09-04 06:36:56.540959+00:00,38c8119d-b1c5-4d30-950f-d273a2b886ad,,star_upper_gi_forrest_Ia,unknown,unknown,Active spurting bleeding (Forrest Ia).,star_upper_gi,
2026-09-04 06:36:56.540997+00:00,1d6ac40d-ab83-4d47-a321-d09b024fa363,,star_upper_gi_forrest_Ib,unknown,unknown,Active oozing bleeding (Forrest Ib).,star_upper_gi,
2026-09-04 06:36:56.541018+00:00,3cb5bc95-7d52-47a0-97c4-cb63a92dc1dd,,star_upper_gi_forrest_IIa,unknown,unknown,"Visible vessel, non-bleeding (Forrest IIa).",star_upper_gi,
2026-09-04 06:36:56.541036+00:00,1f6bcad4-2392-4c9e-bb18-f772455129ce,,star_upper_gi_forrest_IIb,unknown,unknown,Adherent clot (Forrest IIb).,star_upper_gi,
2026-09-04 06:36:56.541054+00:00,0aec662b-baa7-4cbe-9832-14a4ef99369c,,star_upper_gi_forrest_IIc,unknown,unknown,Hematin-covered lesion (Forrest IIc).,star_upper_gi,
2026-09-04 06:36:56.541072+00:00,c61eadd5-fa92-4a6c-bcb2-3580104dd369,,star_upper_gi_forrest_III,unknown,unknown,Lesion without bleeding; flat spot / Clean base (Forrest III).,star_upper_gi,
2026-09-04 06:36:56.541666+00:00,e596c9a2-505d-42e8-89cc-31a2d58350d6,,additional_text_info,unknown,unknown,unknown,star_upper_gi,additional_text_info
2026-09-04 06:36:56.542757+00:00,a90022ad-2287-4e58-b7d9-6d41f375e3d5,,star_upper_gi_imaging_modality_white_light,unknown,unknown,unknown,star_upper_gi,
2026-09-04 06:36:56.542787+00:00,827f123b-306f-4de7-93f9-cba21a2731a2,,star_upper_gi_imaging_modality_narrow_band_imaging,unknown,unknown,unknown,star_upper_gi,
2026-09-04 06:36:56.542806+00:00,ff9564d7-c6e3-44d4-94ab-7ccd24f6ab3c,,star_upper_gi_imaging_modality_chromoendoscopy,unknown,unknown,unknown,star_upper_gi,
2026-09-04 06:36:56.542824+00:00,818de3f6-4f08-4ec5-92f5-a3720959f871,,star_upper_gi_imaging_modality_acidic_staining,unknown,unknown,unknown,star_upper_gi,
2026-09-04 06:36:56.544693+00:00,b5dea967-9d89-4da6-a95b-8f0228eff3b2,,star_upper_gi_los_angeles_classification_a,unknown,unknown,Grade A esophagitis: One or more mucosal break ≤ 5 mm that does not extend between the tops of two mucosal folds.,star_upper_gi,
2026-09-04 06:36:56.544727+00:00,f2f80441-74ea-41d8-b24b-2943e1a41639,,star_upper_gi_los_angeles_classification_b,unknown,unknown,Grade B esophagitis: One or more mucosal break > 5 mm that does not extend between the tops of two mucosal folds.,star_upper_gi,
2026-09-04 06:36:56.544748+00:00,0b78332f-ecba-40c9-af8d-890482904029,,star_upper_gi_los_angeles_classification_c,unknown,unknown,Grade C esophagitis: One or more mucosal break that is continuous between the tops of two or more mucosal folds but that involves < 75 % of the circumference.,star_upper_gi,
2026-09-04 06:36:56.544766+00:00,985273b3-8cb5-4538-8e30-b60cfaab1def,,star_upper_gi_los_angeles_classification_d,unknown,unknown,Grade D esophagitis: One or more mucosal break that involves ≥ 75 % of the esophageal circumference.,star_upper_gi,
2026-09-04 06:36:56.551847+00:00,19fed234-f2d4-4ced-bff6-96bb8e23a32b,,star_upper_gi_mucosal_appearance_normal,Normale Mukosa,Normal mucosa,unknown,star_upper_gi,
2026-09-04 06:36:56.551884+00:00,1ae5b2d8-0feb-48f9-b6cf-a4782d416d2a,,star_upper_gi_mucosal_appearance_inflammation,Entzündung,Inflammation,unknown,star_upper_gi,
2026-09-04 06:36:56.551906+00:00,8325d36c-c827-4808-90f8-5154611b4939,,star_upper_gi_mucosal_appearance_erosion,Erosion,Erosion,unknown,star_upper_gi,
2026-09-04 06:36:56.551927+00:00,268b7ed5-8e19-4b78-80dd-cf76e4bd3a71,,star_upper_gi_mucosal_appearance_ulcer,Ulkus,Ulcer,unknown,star_upper_gi,
2026-09-04 06:36:56.551945+00:00,50d81380-94d1-422b-9f8e-60101203ca55,,star_upper_gi_mucosal_appearance_bleeding,Blutung,Bleeding,unknown,star_upper_gi,
2026-09-04 06:36:56.551962+00:00,d43e16ba-fb9e-4f34-ab15-8c342fcef078,,star_upper_gi_mucosal_appearance_atrophy,Atrophie,Atrophy,unknown,star_upper_gi,
2026-09-04 06:36:56.551979+00:00,d01a0de1-9d0f-471a-8ebd-cbcaa117d66f,,star_upper_gi_mucosal_appearance_metaplasia,Metaplasie,Metaplasia,unknown,star_upper_gi,
2026-09-04 06:36:56.551996+00:00,05e30694-9757-4bd1-b4a0-c9d4fe4f96bc,,star_upper_gi_mucosal_appearance_dysplasia,Dysplasie,Dysplasia,unknown,star_upper_gi,
2026-09-04 06:36:56.563286+00:00,472009e5-2e63-471e-8d99-734f80ad4baa,,distance_cm,unknown,unknown,unknown,star_upper_gi,length_cm_descriptor
2026-09-04 06:36:56.563326+00:00,cd79c03a-1a02-4aea-876d-eef20f2c26cd,,size_mm,unknown,unknown,unknown,star_upper_gi,length_mm_descriptor
2026-09-04 06:36:56.563348+00:00,1c8d5de3-5be6-417a-80c8-5defb52a1f6e,,star_upper_gi_count_value,unknown,unknown,unknown,star_upper_gi,star_upper_gi_count_descriptor
2026-09-04 06:36:56.563367+00:00,90b2d5e6-40dd-4683-8258-9b9df86363d5,,star_upper_gi_minutes_value,unknown,unknown,unknown,star_upper_gi,star_upper_gi_minutes_descriptor
2026-09-04 06:36:56.563384+00:00,9d312992-0814-4894-8dd4-ae91f6322343,,star_upper_gi_cleanliness_total_0_9_value,unknown,unknown,unknown,star_upper_gi,star_upper_gi_cleanliness_total_0_9_descriptor
2026-09-04 06:36:56.563401+00:00,6c0953f9-6fb1-4f8f-ad7d-ba189c126217,,star_upper_gi_cleanliness_total_0_10_value,unknown,unknown,unknown,star_upper_gi,star_upper_gi_cleanliness_total_0_10_descriptor
2026-09-04 06:36:56.566868+00:00,7b083ac7-1ca8-435d-b96f-24ed6e40c6f8,,star_upper_gi_paris_Is,unknown,unknown,Paris Is: sessile protruded lesion.,star_upper_gi,
2026-09-04 06:36:56.566904+00:00,5eee5a22-f326-4371-8df2-59b524cc4907,,star_upper_gi_paris_Ip,unknown,unknown,Paris Ip: pedunculated protruded lesion.,star_upper_gi,
2026-09-04 06:36:56.566927+00:00,5d551a7c-b6ff-44e8-9404-98236c579aa6,,star_upper_gi_paris_Isp,unknown,unknown,Paris Isp: subpedunculated protruded lesion.,star_upper_gi,
2026-09-04 06:36:56.566951+00:00,6bdcfc3b-7107-42d9-940a-73ee988d58dd,,star_upper_gi_paris_IIa,unknown,unknown,Paris 0-IIa: flat elevated lesion.,star_upper_gi,
2026-09-04 06:36:56.566968+00:00,69f29ebe-4601-44b6-aae7-0ef2263fdbf0,,star_upper_gi_paris_IIb,unknown,unknown,Paris 0-IIb: flat mucosal change.,star_upper_gi,
2026-09-04 06:36:56.566985+00:00,42a5db29-217c-41f6-9271-ccc842063af8,,star_upper_gi_paris_IIc,unknown,unknown,Paris 0-IIc: depressed lesion.,star_upper_gi,
2026-09-04 06:36:56.567002+00:00,7e072523-ff41-4108-8569-72197d81c504,,star_upper_gi_paris_III,unknown,unknown,Paris 0-III: excavated lesion; retained from the existing terminology.,star_upper_gi,
2026-09-04 06:36:56.567019+00:00,0f2493e7-bb2f-4c2c-8e36-4cf4f625c5b5,,star_upper_gi_paris_IIa_IIc,unknown,unknown,Paris 0-IIa/IIc: flat elevation with central depression.,star_upper_gi,
2026-09-04 06:36:56.567036+00:00,ff18313f-5f27-43ea-87fb-f795efe45f78,,star_upper_gi_paris_IIc_IIa,unknown,unknown,Paris 0-IIc/IIa: mucosal depression with a raised edge.,star_upper_gi,
2026-09-04 06:36:56.567053+00:00,b38d74b2-0ffa-4423-a4f6-9836c0ee8ba8,,star_upper_gi_paris_IIb_IIc,unknown,unknown,Legacy combined Paris IIb/IIc choice.,star_upper_gi,
2026-09-04 06:36:56.568036+00:00,b9ab93a9-b871-4db6-971e-fc5012ada492,,star_upper_gi_barrett_praque_c_value,unknown,unknown,unknown,star_upper_gi,length_cm_descriptor
2026-09-04 06:36:56.568070+00:00,2f22c37c-9570-41b9-a1a1-bfd9590f6a02,,star_upper_gi_barrett_praque_m_value,unknown,unknown,unknown,star_upper_gi,length_cm_descriptor
2026-09-04 06:36:56.643389+00:00,3336ca2c-c26e-4ac9-a0e8-32bc2cd8f105,,star_upper_gi_text_value,unknown,unknown,unknown,star_upper_gi,additional_text_info
2026-09-04 06:36:56.643450+00:00,4d704f6e-7df3-46ed-872f-d589eea24435,,star_upper_gi_antithrombotic_active,Fortgeführt,Active,unknown,star_upper_gi,
2026-09-04 06:36:56.643476+00:00,6ba40de3-7b78-4c37-8718-f6d8e7c942d8,,star_upper_gi_antithrombotic_interrupted,Unterbrochen,Interrupted,unknown,star_upper_gi,
2026-09-04 06:36:56.643496+00:00,81e84bbd-ce61-44e1-8679-55680254c491,,star_upper_gi_biopsy_random,Zufallsbiopsie,Random biopsy,unknown,star_upper_gi,
2026-09-04 06:36:56.643513+00:00,d2673ed2-2bd6-4710-8536-92ecc875974b,,star_upper_gi_biopsy_targeted,Gezielte Biopsie,Targeted biopsy,unknown,star_upper_gi,
2026-09-04 06:36:56.643530+00:00,729145f3-e809-4dd5-9178-80e0b68cb65e,,star_upper_gi_cleanliness_grace,unknown,GRACE,unknown,star_upper_gi,
2026-09-04 06:36:56.643548+00:00,5957d7fe-90d6-4ba1-a701-49a30cb5afbf,,star_upper_gi_cleanliness_peace,unknown,PEACE,unknown,star_upper_gi,
2026-09-04 06:36:56.643564+00:00,8a01506e-edfa-4b43-9ce9-97d243d10137,,star_upper_gi_cleanliness_barcelona,unknown,Barcelona,unknown,star_upper_gi,
2026-09-04 06:36:56.643581+00:00,8ba25d9d-d4a6-4e1c-b7b9-b3dc1a9d1689,,star_upper_gi_grace_0,unknown,unknown,Solid food is present.,star_upper_gi,
2026-09-04 06:36:56.643599+00:00,f488a48b-66cf-4496-ba01-7b4101208a18,,star_upper_gi_grace_1,unknown,unknown,"Mucus, bubbles, biliary fluid, or foam severely covers more than 50% of the surface.",star_upper_gi,
2026-09-04 06:36:56.643615+00:00,4c964c4a-0f1d-4afe-877d-2fb458b694c7,,star_upper_gi_grace_2,unknown,unknown,"Mucus, bubbles, biliary fluid, or foam moderately covers 5% to 50% of the surface.",star_upper_gi,
2026-09-04 06:36:56.643632+00:00,11536077-9689-47a6-9628-7d4801d18148,,star_upper_gi_grace_3,unknown,unknown,No or minimal residue covers less than 5% of the surface.,star_upper_gi,
2026-09-04 06:36:56.643648+00:00,e2b36818-0ec8-4574-b156-f55b326ba57e,,star_upper_gi_peace_0,unknown,unknown,"Fluid, foam, or solid content completely prevents mucosal evaluation.",star_upper_gi,
2026-09-04 06:36:56.643665+00:00,8a845196-269f-4b7a-b6d6-7812d9a55e3b,,star_upper_gi_peace_1,unknown,unknown,Substantial opaque content prevents evaluation of some mucosal areas.,star_upper_gi,
2026-09-04 06:36:56.643681+00:00,7802c404-1bb5-41fd-9020-65bc3500dc13,,star_upper_gi_peace_2,unknown,unknown,A small amount of hazy content permits inspection of most mucosa.,star_upper_gi,
2026-09-04 06:36:56.643698+00:00,cedef321-407d-42a4-a0e3-66febd4286a8,,star_upper_gi_peace_3,unknown,unknown,Clean mucosa or minor transparent fluid does not impede inspection.,star_upper_gi,
2026-09-04 06:36:56.643715+00:00,f3507cbd-c7b0-4543-b025-05a6442e5605,,star_upper_gi_barcelona_0,unknown,unknown,"Nonaspirable residue, bile, or foam prevents visualization of most mucosa.",star_upper_gi,
2026-09-04 06:36:56.643732+00:00,0dbb98bc-1fc2-487c-a8ad-111540850ca9,,star_upper_gi_barcelona_1,unknown,unknown,"A small amount of residue, bile, or foam permits visualization of most mucosa.",star_upper_gi,
2026-09-04 06:36:56.643749+00:00,d819eb37-676e-4782-879c-d141654be369,,star_upper_gi_barcelona_2,unknown,unknown,No residue is present and visualization is nearly complete.,star_upper_gi,
2026-09-04 06:36:56.643766+00:00,cc06b798-a7bd-4490-ab06-4a5128d561bd,,star_upper_gi_mucosa_normal,Normal,Normal,unknown,star_upper_gi,
2026-09-04 06:36:56.643783+00:00,104406aa-c99d-4e84-adec-a2cfad37785c,,star_upper_gi_mucosa_abnormal,Auffällig,Abnormal,unknown,star_upper_gi,
2026-09-04 06:36:56.643800+00:00,796ea1c7-06c7-4e37-a374-9a4f47c229e7,,star_upper_gi_mucosa_not_visualized,Nicht eingesehen,Not visualized,unknown,star_upper_gi,
2026-09-04 06:36:56.643817+00:00,99cbb28e-94b0-4d4d-b155-d9bba54990dd,,star_upper_gi_papilla_normal,Normal,Normal,unknown,star_upper_gi,
2026-09-04 06:36:56.643833+00:00,38569c3d-9aa5-4fa7-a3b4-e4ba1750d3ab,,star_upper_gi_papilla_suspected_adenoma,Adenomverdacht,Suspected adenoma,unknown,star_upper_gi,
2026-09-04 06:36:56.643849+00:00,84a7688b-2a89-46bf-a8be-c37864b2ec6e,,star_upper_gi_papilla_not_visualized,Nicht eingesehen,Not visualized,unknown,star_upper_gi,
2026-09-04 06:36:56.643866+00:00,2f793cf1-3460-4117-9927-e98f5b3c60d8,,star_upper_gi_photo_proximal_esophagus,unknown,Proximal esophagus,unknown,star_upper_gi,
2026-09-04 06:36:56.643883+00:00,0953246c-5782-4cfc-aced-ba8f99d4a4ce,,star_upper_gi_photo_distal_esophagus,unknown,Distal esophagus,unknown,star_upper_gi,
2026-09-04 06:36:56.643899+00:00,02bfdb0e-67d1-4400-b812-39348e2cbcaa,,star_upper_gi_photo_z_line_and_hiatus,unknown,Z-line and diaphragmatic indentation,unknown,star_upper_gi,
2026-09-04 06:36:56.643916+00:00,c0eb4c94-ad33-4ca3-bdba-a0f7f42ddbdc,,star_upper_gi_photo_duodenal_bulb,unknown,Duodenal bulb,unknown,star_upper_gi,
2026-09-04 06:36:56.643942+00:00,36fd9c6b-d59f-4c11-9e94-a9b1415db296,,star_upper_gi_photo_second_duodenum,unknown,Second part of duodenum,unknown,star_upper_gi,
2026-09-04 06:36:56.643962+00:00,1273632a-eee5-4a0d-9c96-5916ca096a8c,,star_upper_gi_photo_antrum,unknown,Antrum,unknown,star_upper_gi,
2026-09-04 06:36:56.643979+00:00,59fd355d-3cfe-4603-be26-067b3276c2b7,,star_upper_gi_photo_cardia_fundus_retroflexion,unknown,Cardia and fundus in full inversion,unknown,star_upper_gi,
2026-09-04 06:36:56.643995+00:00,5537a1da-b043-404b-81f9-54dc1417865e,,star_upper_gi_photo_corpus_lesser_curve,unknown,Lesser curvature of corpus in partial inversion,unknown,star_upper_gi,
2026-09-04 06:36:56.644012+00:00,279ed183-e851-4061-a731-850d48e5c926,,star_upper_gi_photo_incisura,unknown,Incisura in partial inversion,unknown,star_upper_gi,
2026-09-04 06:36:56.644029+00:00,551f538b-a906-4078-8ed6-454f2f971a2a,,star_upper_gi_photo_corpus_greater_curve,unknown,Greater curvature of corpus in forward view,unknown,star_upper_gi,
2026-09-04 06:36:56.644045+00:00,b5676345-60d2-492a-9cdd-7e5b63c8915b,,star_upper_gi_photo_abnormal_finding,unknown,Abnormal finding,unknown,star_upper_gi,
2026-09-04 06:36:56.656591+00:00,b7480466-1476-49d1-9c3f-8ba55b8ae4ef,,star_upper_gi_location_esophagus_proximal,Ösophagus (proximal),Esophagus (proximal),unknown,star_upper_gi,
2026-09-04 06:36:56.656634+00:00,41a8f45c-5981-49c8-95f0-f4f88f37dab0,,star_upper_gi_location_esophagus_distal,Ösophagus (distal),Esophagus (distal),unknown,star_upper_gi,
2026-09-04 06:36:56.656659+00:00,c3b00016-e5e4-46b0-b391-69d99d1b7c02,,star_upper_gi_location_z_line,Z-Linie,Z-line,unknown,star_upper_gi,length_cm_descriptor
2026-09-04 06:36:56.656679+00:00,df1806b8-b033-4ca7-a66f-f14dde51243a,,star_upper_gi_location_gastroesophageal_junction,Gastroösophagealer Übergang,Gastroesophageal junction,unknown,star_upper_gi,length_cm_descriptor
2026-09-04 06:36:56.656698+00:00,9428bbdb-32cb-427f-b110-6b1fdb73e375,,star_upper_gi_location_hiatus,Hiatus,Hiatus,unknown,star_upper_gi,length_cm_descriptor
2026-09-04 06:36:56.656715+00:00,a74e4f6c-8aff-4996-93a7-997061fe507e,,star_upper_gi_location_stomach_fundus,Magen (Fundus),Stomach (Fundus),unknown,star_upper_gi,
2026-09-04 06:36:56.656733+00:00,4e5290df-a7ee-4b7c-83b9-e752492ea0ad,,star_upper_gi_location_stomach_corpus,Magen (Corpus),Stomach (Corpus),unknown,star_upper_gi,
2026-09-04 06:36:56.656749+00:00,c0f113ee-c4b0-4ac4-bb92-0a3f32102728,,star_upper_gi_location_stomach_antrum,Magen (Antrum),Stomach (Antrum),unknown,star_upper_gi,
2026-09-04 06:36:56.656766+00:00,67df81da-2a9b-45e2-b534-f05ed0ad55c5,,star_upper_gi_location_stomach_incisura,Magen (Incisura),Stomach (Incisura),unknown,star_upper_gi,
2026-09-04 06:36:56.656783+00:00,90c5c309-281a-4997-88b1-2d56fdfbf15a,,star_upper_gi_location_stomach_cardia,Magen (Kardia),Stomach (Cardia),unknown,star_upper_gi,
2026-09-04 06:36:56.656799+00:00,cfdac128-b60a-45c5-a91d-d60899955206,,star_upper_gi_location_stomach_pylorus,Magen (Pylorus),Stomach (Pylorus),unknown,star_upper_gi,
2026-09-04 06:36:56.656815+00:00,49bf4397-5d9e-451a-b0b4-00e53f5e5e43,,star_upper_gi_location_duodenum_bulbus,Duodenum (Bulbus),Duodenum (Bulbus),unknown,star_upper_gi,
2026-09-04 06:36:56.656832+00:00,461ec5be-e052-4221-9f28-ccd29da1fa7f,,star_upper_gi_location_duodenum_descending_part,Duodenum (Pars descendens),Duodenum (Descending part),unknown,star_upper_gi,
2026-09-04 06:36:56.656849+00:00,fb9b6e7e-7ebd-4fa5-82ad-acab3ccf050b,,star_upper_gi_location_papilla_major,Papilla duodeni major,Major duodenal papilla,unknown,star_upper_gi,
2026-09-04 06:36:56.656865+00:00,8d3142ab-99c7-487e-911d-214f6ef335ab,,star_upper_gi_location_papilla_minor,Papilla duodeni minor,Minor duodenal papilla,unknown,star_upper_gi,
2026-09-04 06:36:56.661821+00:00,d2426c1b-ed58-4870-9b96-b74db66f32a9,,star_upper_gi_esophagus_varices_baveno_none,unknown,unknown,No esophageal varices observed,star_upper_gi,
2026-09-04 06:36:56.661855+00:00,01892f34-4acd-4e0b-a45f-5c512c2ceada,,star_upper_gi_esophagus_varices_baveno_small,unknown,unknown,"Small varices, minimally elevated (<5mm)",star_upper_gi,
2026-09-04 06:36:56.661878+00:00,62033e5c-f390-4e5a-a7ec-64779776fc76,,star_upper_gi_esophagus_varices_baveno_large,unknown,unknown,"Large varices, markedly elevated (>=5mm)",star_upper_gi,
2026-09-04 06:36:56.661896+00:00,4e9926a7-2219-40cc-b1a1-2b44a4176828,,star_upper_gi_stomach_varices_sarin_none,unknown,unknown,No gastric varices observed,star_upper_gi,
2026-09-04 06:36:56.661913+00:00,df2010b7-06c8-4381-942d-31d9b66d62b0,,star_upper_gi_stomach_varices_sarin_gov1,unknown,unknown,"Gastroesophageal varices type 1 (GOV1) Appear as continuations of esophageal varices and extend for 2 to 5 cm below the gastroesophageal junction, along the lesser curve of the stomach.",star_upper_gi,
2026-09-04 06:36:56.661938+00:00,9cf32bde-3f2d-41c7-9150-e72118e8fe19,,star_upper_gi_stomach_varices_sarin_gov2,unknown,unknown,Gastroesophageal varices type 2 (GOV2) Extend beyond the gastroesophageal junction into the fundus of the stomach.,star_upper_gi,
2026-09-04 06:36:56.661957+00:00,50d5050f-557b-4720-9ccc-d159627fedba,,star_upper_gi_stomach_varices_sarin_igv1,unknown,unknown,Isolated gastric varices type 1 (IGV1) Are located in the fundus of the stomach and fall short of the cardia by a few centimeters.,star_upper_gi,
2026-09-04 06:36:56.661974+00:00,dc83c971-eaef-41b7-83c3-2b936827a351,,star_upper_gi_stomach_varices_sarin_igv2,unknown,unknown,"Isolated gastric varices type 2 (IGV2) Include isolated ectopic varices and can appear anywhere in the stomach, such as in the body, antrum, or pylorus.",star_upper_gi,
2026-09-04 06:36:56.664877+00:00,de314bf5-8a7d-4f2c-8686-7600fd8db625,,star_upper_gi_zargar_grade_0,unknown,unknown,Normal esophagus with no signs of caustic injury.,star_upper_gi,
2026-09-04 06:36:56.664910+00:00,59005a9f-f325-4c0c-a9a1-fab3a685a764,,star_upper_gi_zargar_grade_1,unknown,unknown,Esophageal hyperemia without ulceration.,star_upper_gi,
2026-09-04 06:36:56.664934+00:00,86481562-51cf-4ab5-ace3-c6fc7a7bc4f0,,star_upper_gi_zargar_grade_2a,unknown,unknown,Superficial ulceration that is noncircumferential.,star_upper_gi,
2026-09-04 06:36:56.664954+00:00,583a4e88-3b69-4b75-8c98-de97c257c8c5,,star_upper_gi_zargar_grade_2b,unknown,unknown,"Deep, discrete, or circumferential ulceration.",star_upper_gi,
2026-09-04 06:36:56.664973+00:00,c5de4cfd-aa64-4964-af25-5bb920066370,,star_upper_gi_zargar_grade_3a,unknown,unknown,Black or brown necrosis noted with areas of ulceration.,star_upper_gi,
2026-09-04 06:36:56.664990+00:00,21d67110-a03a-4d85-b0b0-c1d4662c7438,,star_upper_gi_zargar_grade_3b,unknown,unknown,Extensive necrosis of the esophageal tissue.,star_upper_gi,
2026-09-04 06:36:56.665008+00:00,b5d07ccb-3327-4159-960d-b39964b2c377,,star_upper_gi_zargar_grade_4,unknown,unknown,Perforation of the esophagus due to caustic injury.,star_upper_gi,
2026-09-04 06:36:56.726447+00:00,dc3fef12-004a-4e5d-81e7-3ce6315e0b07,,yes,Ja,Yes,unknown,lx_classification_choices,
2026-09-04 06:36:56.726492+00:00,ddad00a9-973a-4b69-bbf3-977493e4376b,,no,Nein,No,unknown,lx_classification_choices,
2026-09-04 06:36:56.726516+00:00,9a497d25-c1ae-4187-b786-399a91a1d238,,na,Nicht zutreffend,Not applicable,unknown,lx_classification_choices,
2026-09-04 06:36:56.726534+00:00,862370f9-d5d2-4505-95f0-3099c50db610,,unknown,Unbekannt,Unknown,unknown,lx_classification_choices,
2026-09-04 06:36:56.726554+00:00,9d041ec4-c594-4177-a30c-7f16092c574e,,minutes_numeric_value,Minuten,Minutes,unknown,lx_classification_choices,minutes_numeric_value
2026-09-04 06:36:56.726572+00:00,a27558c9-9265-46be-8f00-04f0fe021f42,,documented_none,Keine,None documented,unknown,lx_classification_choices,
2026-09-04 06:36:56.726590+00:00,a90b371f-9d34-4ab2-b055-713ebb1eade3,,documented_present,Vorhanden,Present,unknown,lx_classification_choices,
2026-09-04 06:36:56.726607+00:00,de0a168f-b27c-4b42-afb0-9450e2d4a644,,documented_unknown,Nicht abschließend dokumentiert,Not conclusively documented,unknown,lx_classification_choices,
2026-09-04 06:36:56.726624+00:00,50113245-51be-414c-baab-a7b88f64aa57,,recommendation_no_follow_up,Keine endoskopische Verlaufskontrolle erforderlich,No endoscopic follow-up required,unknown,lx_classification_choices,
2026-09-04 06:36:56.726641+00:00,bb519a79-c0ab-447d-9394-48394564981c,,recommendation_follow_up,Endoskopische Verlaufskontrolle empfohlen,Endoscopic follow-up recommended,unknown,lx_classification_choices,
2026-09-04 06:36:56.726658+00:00,bf4e0a77-3593-4cad-88ef-c60191fc4df1,,recommendation_clinical_follow_up,Andere klinische Weiterbehandlung empfohlen,Other clinical follow-up recommended,unknown,lx_classification_choices,
2026-09-04 06:36:56.726675+00:00,33a501a9-8b8e-4b52-831b-b140511a4731,,recommendation_pending_histology,Empfehlung nach Vorliegen der Histologie,Recommendation pending histology,unknown,lx_classification_choices,
2026-09-04 06:36:56.726692+00:00,2f5695bb-07c4-4206-a0f0-a5d969aa2162,,repeat_within_one_year,Wiederholung innerhalb eines Jahres,Repeat within one year,unknown,lx_classification_choices,
2026-09-04 06:36:56.726709+00:00,52acf0e5-ac7e-4e88-8531-b868f01b8e10,,repeat_exception_documented,Begründete Ausnahme von der frühen Wiederholung,Documented exception to early repeat,unknown,lx_classification_choices,
2026-09-04 06:36:56.726727+00:00,dfb19817-3f34-48eb-9bf3-dc6634be4e47,,image_reference_documented,Bildreferenz dokumentiert,Image reference documented,unknown,lx_classification_choices,
2026-09-04 06:36:56.726745+00:00,37124eea-4ff6-4eed-85c7-a2ee5bd3167b,,withdrawal_time_exception_documented,Abweichung von sechs Minuten begründet,Deviation from six minutes documented,unknown,lx_classification_choices,
2026-09-04 06:36:56.726761+00:00,39e5dae3-7a19-4f51-8350-3a74ce2ae84c,,specimen_retrieved,Präparat geborgen,Specimen retrieved,unknown,lx_classification_choices,
2026-09-04 06:36:56.726778+00:00,9acc968b-1604-4240-af16-847b7aedcfce,,specimen_not_retrieved_reason_documented,Nichtbergung begründet,Failure to retrieve documented,unknown,lx_classification_choices,
2026-09-04 06:36:56.726797+00:00,becbea57-d2f8-4812-9ce0-4562270a9d30,,histology_submitted,Zur Histologie eingesandt,Submitted for histology,unknown,lx_classification_choices,
